gt_row_id,paper_id,verdict,ai_row_id,basis,confidence
gt__bharti_2013__r17,bharti_2013,AMBIGUOUS,,GT 'Soil' block maps to AI 'Soil' rows; no per-row disambiguator.,med
gt__bharti_2013__r18,bharti_2013,AMBIGUOUS,,GT 'Soil' block maps to AI 'Soil' rows; no per-row disambiguator.,med
gt__bharti_2013__r19,bharti_2013,AMBIGUOUS,,GT 'Soil' block maps to AI 'Soil' rows; no per-row disambiguator.,med
gt__bharti_2013__r20,bharti_2013,AMBIGUOUS,,"GT 'Soil+Foliar' block (study_id=14, obs 59-78, 20 rows) corresponds to AI's 20 odd-indexed 'Soil+Foliar' rows (10 cultivars x 2 years). No per-row cultivar/year disambiguator in GT.",med
gt__bharti_2013__r21,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__bharti_2013__r22,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__bharti_2013__r23,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__bharti_2013__r24,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__bharti_2013__r25,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__bharti_2013__r26,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__bharti_2013__r27,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__bharti_2013__r28,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__bharti_2013__r29,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__bharti_2013__r30,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__bharti_2013__r31,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__bharti_2013__r32,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__bharti_2013__r33,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__bharti_2013__r34,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__bharti_2013__r35,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__bharti_2013__r36,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__bharti_2013__r37,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__bharti_2013__r38,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__bharti_2013__r39,bharti_2013,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI 'Soil+Foliar' rows; no per-row disambiguator.,med
gt__cakmak_1997__r0,cakmak_1997,NO_MATCH,,"GT references Cakmak et al. 1997 (study_id=44, Turkey, 'Differential response', all Soil application). The AI extracted from PDF '44_Cakmak_1997.pdf', which is actually a DIFFERENT paper (Gomez-Coronado et al. 2016, Plant Soil 401:331-346, Portugal, INIAV cultivars, Soil/Foliar/Soil+Foliar). AI rows describe that wrong study and even carry hallucinated cv 'INIAV-1'; none correspond to the real Cakmak 1997 Turkey study.",high
gt__cakmak_1997__r1,cakmak_1997,NO_MATCH,,GT = Cakmak 1997 Turkey Soil; AI extracted wrong paper (Gomez-Coronado 2016 Portugal). No valid counterpart.,high
gt__cakmak_1997__r2,cakmak_1997,NO_MATCH,,GT = Cakmak 1997 Turkey Soil; AI extracted wrong paper (Gomez-Coronado 2016 Portugal). No valid counterpart.,high
gt__cakmak_1997__r3,cakmak_1997,NO_MATCH,,GT = Cakmak 1997 Turkey Soil; AI extracted wrong paper (Gomez-Coronado 2016 Portugal). No valid counterpart.,high
gt__cakmak_1997__r4,cakmak_1997,NO_MATCH,,GT = Cakmak 1997 Turkey Soil; AI extracted wrong paper (Gomez-Coronado 2016 Portugal). No valid counterpart.,high
gt__chattha_2017__r0,chattha_2017,AMBIGUOUS,,"GT 'Soil' block (study_id=45, obs 316-321, 6 rows) corresponds to AI Table 3 'Soil' per-cultivar rows (3 cultivars Faisalabad-2008/Punjab-2011/Millet-2011 x 2 occurrences = ai_9,13,17,21,25,29). GT has no cultivar/year disambiguator, so the specific AI cell cannot be assigned without guessing. GT does not include AI's 'Seed' treatment level.",med
gt__chattha_2017__r1,chattha_2017,AMBIGUOUS,,"GT 'Soil' block maps to AI Table 3 Soil rows (ai_9,13,17,21,25,29); no per-row disambiguator.",med
gt__chattha_2017__r2,chattha_2017,AMBIGUOUS,,GT 'Soil' block maps to AI Table 3 Soil rows; no per-row disambiguator.,med
gt__chattha_2017__r3,chattha_2017,AMBIGUOUS,,GT 'Soil' block maps to AI Table 3 Soil rows; no per-row disambiguator.,med
gt__chattha_2017__r4,chattha_2017,AMBIGUOUS,,GT 'Soil' block maps to AI Table 3 Soil rows; no per-row disambiguator.,med
gt__chattha_2017__r5,chattha_2017,AMBIGUOUS,,GT 'Soil' block maps to AI Table 3 Soil rows; no per-row disambiguator.,med
gt__chattha_2017__r6,chattha_2017,AMBIGUOUS,,"GT 'Foliar' block (study_id=43, obs 410-415, 6 rows) corresponds to AI Table 3 'Foliar' per-cultivar rows (ai_10,14,18,22,26,30). No per-row cultivar/year disambiguator in GT.",med
gt__chattha_2017__r7,chattha_2017,AMBIGUOUS,,"GT 'Foliar' block maps to AI Table 3 Foliar rows (ai_10,14,18,22,26,30); no per-row disambiguator.",med
gt__chattha_2017__r8,chattha_2017,AMBIGUOUS,,GT 'Foliar' block maps to AI Table 3 Foliar rows; no per-row disambiguator.,med
gt__chattha_2017__r9,chattha_2017,AMBIGUOUS,,GT 'Foliar' block maps to AI Table 3 Foliar rows; no per-row disambiguator.,med
gt__chattha_2017__r10,chattha_2017,AMBIGUOUS,,GT 'Foliar' block maps to AI Table 3 Foliar rows; no per-row disambiguator.,med
gt__chattha_2017__r11,chattha_2017,AMBIGUOUS,,GT 'Foliar' block maps to AI Table 3 Foliar rows; no per-row disambiguator.,med
gt__chattha_2017__r12,chattha_2017,AMBIGUOUS,,"GT 'Soil+Foliar' block (study_id=15, obs 79-84, 6 rows) corresponds to AI Table 3 'Soil+Foliar' per-cultivar rows (ai_11,15,19,23,27,31). No per-row cultivar/year disambiguator in GT.",med
gt__chattha_2017__r13,chattha_2017,AMBIGUOUS,,"GT 'Soil+Foliar' block maps to AI Table 3 Soil+Foliar rows (ai_11,15,19,23,27,31); no per-row disambiguator.",med
gt__chattha_2017__r14,chattha_2017,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI Table 3 Soil+Foliar rows; no per-row disambiguator.,med
gt__chattha_2017__r15,chattha_2017,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI Table 3 Soil+Foliar rows; no per-row disambiguator.,med
gt__chattha_2017__r16,chattha_2017,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI Table 3 Soil+Foliar rows; no per-row disambiguator.,med
gt__chattha_2017__r17,chattha_2017,AMBIGUOUS,,GT 'Soil+Foliar' block maps to AI Table 3 Soil+Foliar rows; no per-row disambiguator.,med
gt__dong_2018__r0,dong_2018,AMBIGUOUS,,"GT 'Foliar', co_amendment=none (study_id=8/31, obs 69-70, 2 rows) corresponds to AI's Zn-alone foliar cells (co_amendment=none): ai_0 (Table 2 aggregate) plus Table 3 ai_10/12/14/16/18/20/22/24/26/28/30/32 (4 cultivars x 3 N rates of 75/200/275). GT collapses this to only 2 observations with no cultivar/N-rate disambiguator, so the specific AI cell(s) cannot be assigned without guessing. The Zn+sucrose AI rows are correctly excluded (GT co_amendment=none).",low
gt__dong_2018__r1,dong_2018,AMBIGUOUS,,"GT 'Foliar', co_amendment=none (study_id=8/31, obs 70) maps to AI Zn-alone foliar cells (ai_0 + Table 3 none-rows); GT aggregated to 2 rows with no cultivar/N-rate disambiguator.",low
gt__erdal_2002__r0,erdal_2002,AMBIGUOUS,,"GT 'Soil' block (study_id=50, obs 337-356, 20 rows) exactly matches AI's 20 'Soil' rows, each a distinct cultivar (Kirac 66, Bolal 2973, Gerek 79, Atay-85, ES-14, Gun-91, Kirkpinar, Partizanka, P. Niska, Katea, Bezostaja, Dagdas, BDME-10, Zitarka, ES 90-3, ES 90-11, ES 90-14, ES 90-8-1, Kunduru, Kiziltan). Counts align 20=20, but GT carries no cultivar disambiguator, so the specific AI cultivar cannot be assigned to a given obs_id without guessing.",med
gt__erdal_2002__r1,erdal_2002,AMBIGUOUS,,GT 'Soil' block (20 rows) matches AI 20 Soil cultivar rows; no per-row cultivar disambiguator in GT.,med
gt__erdal_2002__r2,erdal_2002,AMBIGUOUS,,GT 'Soil' block matches AI Soil cultivar rows; no per-row disambiguator.,med
gt__erdal_2002__r3,erdal_2002,AMBIGUOUS,,GT 'Soil' block matches AI Soil cultivar rows; no per-row disambiguator.,med
gt__erdal_2002__r4,erdal_2002,AMBIGUOUS,,GT 'Soil' block matches AI Soil cultivar rows; no per-row disambiguator.,med
gt__erdal_2002__r5,erdal_2002,AMBIGUOUS,,GT 'Soil' block matches AI Soil cultivar rows; no per-row disambiguator.,med
gt__erdal_2002__r6,erdal_2002,AMBIGUOUS,,GT 'Soil' block matches AI Soil cultivar rows; no per-row disambiguator.,med
gt__erdal_2002__r7,erdal_2002,AMBIGUOUS,,GT 'Soil' block matches AI Soil cultivar rows; no per-row disambiguator.,med
gt__erdal_2002__r8,erdal_2002,AMBIGUOUS,,GT 'Soil' block matches AI Soil cultivar rows; no per-row disambiguator.,med
gt__erdal_2002__r9,erdal_2002,AMBIGUOUS,,GT 'Soil' block matches AI Soil cultivar rows; no per-row disambiguator.,med
gt__erdal_2002__r10,erdal_2002,AMBIGUOUS,,GT 'Soil' block matches AI Soil cultivar rows; no per-row disambiguator.,med
gt__erdal_2002__r11,erdal_2002,AMBIGUOUS,,GT 'Soil' block matches AI Soil cultivar rows; no per-row disambiguator.,med
gt__erdal_2002__r12,erdal_2002,AMBIGUOUS,,GT 'Soil' block matches AI Soil cultivar rows; no per-row disambiguator.,med
gt__erdal_2002__r13,erdal_2002,AMBIGUOUS,,GT 'Soil' block matches AI Soil cultivar rows; no per-row disambiguator.,med
gt__erdal_2002__r14,erdal_2002,AMBIGUOUS,,GT 'Soil' block matches AI Soil cultivar rows; no per-row disambiguator.,med
gt__erdal_2002__r15,erdal_2002,AMBIGUOUS,,GT 'Soil' block matches AI Soil cultivar rows; no per-row disambiguator.,med
gt__erdal_2002__r16,erdal_2002,AMBIGUOUS,,GT 'Soil' block matches AI Soil cultivar rows; no per-row disambiguator.,med
gt__erdal_2002__r17,erdal_2002,AMBIGUOUS,,GT 'Soil' block matches AI Soil cultivar rows; no per-row disambiguator.,med
gt__erdal_2002__r18,erdal_2002,AMBIGUOUS,,GT 'Soil' block matches AI Soil cultivar rows; no per-row disambiguator.,med
gt__erdal_2002__r19,erdal_2002,AMBIGUOUS,,GT 'Soil' block matches AI Soil cultivar rows; no per-row disambiguator.,med
gt__forster_2018__r0,forster_2018,MATCH,forster_2018__ai__2,"GT r0 is the only Soil-placement row; AI ai__2 is the only Soil row (ZnSO4 broadcast at planting, 12 kg Zn/ha, Table 3). Unique treatment_level match.",high
gt__forster_2018__r1,forster_2018,AMBIGUOUS,,"GT r1-r5 are 5 Foliar rows with no application-timing descriptor. AI has exactly 5 Foliar Zn-EDTA rows differing only by Feekes timing (ai__4 F10, ai__7 F4, ai__8 F10, ai__9 F11.1, ai__10 F10.54). Set-level 5-to-5 correspondence is clean, but GT carries no within-study disambiguator to bind a specific obs_id to a specific Feekes stage.",low
gt__forster_2018__r2,forster_2018,AMBIGUOUS,,One of 5 indistinguishable Foliar GT rows; AI foliar candidates ai__4/ai__7/ai__8/ai__9/ai__10 differ only by Feekes timing not present in GT descriptors.,low
gt__forster_2018__r3,forster_2018,AMBIGUOUS,,One of 5 indistinguishable Foliar GT rows; AI foliar candidates ai__4/ai__7/ai__8/ai__9/ai__10 differ only by Feekes timing not present in GT descriptors.,low
gt__forster_2018__r4,forster_2018,AMBIGUOUS,,One of 5 indistinguishable Foliar GT rows; AI foliar candidates ai__4/ai__7/ai__8/ai__9/ai__10 differ only by Feekes timing not present in GT descriptors.,low
gt__forster_2018__r5,forster_2018,AMBIGUOUS,,One of 5 indistinguishable Foliar GT rows; AI foliar candidates ai__4/ai__7/ai__8/ai__9/ai__10 differ only by Feekes timing not present in GT descriptors.,low
gt__ghasal_2017__r0,ghasal_2017,NO_MATCH,,GT r0 is a Soil-application grain_zn row. AI extracted ZERO rows for ghasal_2017 (file contains header only).,high
gt__ghasal_2017__r1,ghasal_2017,NO_MATCH,,GT r1 is a Soil-application grain_zn row. AI extracted ZERO rows for ghasal_2017.,high
gt__ghasal_2017__r2,ghasal_2017,NO_MATCH,,GT r2 is a Soil+Foliar grain_zn row. AI extracted ZERO rows for ghasal_2017.,high
gt__ghasal_2017__r3,ghasal_2017,NO_MATCH,,GT r3 is a Soil+Foliar grain_zn row. AI extracted ZERO rows for ghasal_2017.,high
gt__kalayci_1999__r0,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r1,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r2,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r3,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r4,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r5,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r6,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r7,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r8,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r9,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r10,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r11,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r12,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r13,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r14,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r15,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r16,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r17,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r18,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r19,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r20,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
gt__kalayci_1999__r21,kalayci_1999,AMBIGUOUS,,"GT Soil grain_zn row. Paper Table 2 reports grain Zn for 40 cultivars x 2 years (+Zn vs -Zn); GT has 78 such cells but each GT row carries ONLY treatment_level=Soil with no cultivar/year descriptor. AI extracted just 4 cultivar-by-year cells (ai__1 Sertak52 1993-94, ai__2 Sertak52 1994-95, ai__3 Kirac66 1994-95, ai__4 Gun91 1993-94). No within-GT disambiguator (cultivar/year) exists to bind a specific obs_id to a specific AI cell.",low
