gt_row_id,paper_id,verdict,ai_row_id,basis,confidence
gt__StudyID63__r14,063_Asai_2009,NO_MATCH,,Table 3 Exp1 LO1 Vieng No-N biochar 4; AI has no LO1 rows,high
gt__StudyID63__r15,063_Asai_2009,NO_MATCH,,Table 3 Exp1 LO1 Vieng No-N biochar 8; AI has no LO1 rows,high
gt__StudyID63__r16,063_Asai_2009,NO_MATCH,,Table 3 Exp1 LO1 Vieng No-N biochar 16; AI has no LO1 rows,high
gt__StudyID63__r17,063_Asai_2009,NO_MATCH,,Exp1 unresolved Exp63_5 BN biochar 4 (CK not a published Table 3 cell); AI has no matching unresolved row,high
gt__StudyID63__r21,063_Asai_2009,MATCH,063_Asai_2009__ai__4,"Table 3 Exp1 HK1 Apo N(50), biochar 4 t/ha; AI__4 = HK1 Apo N(50) rate 4",high
gt__StudyID63__r22,063_Asai_2009,MATCH,063_Asai_2009__ai__5,"Table 3 Exp1 HK1 Apo N(50), biochar 8 t/ha; AI__5 = HK1 Apo N(50) rate 8",high
gt__StudyID63__r23,063_Asai_2009,MATCH,063_Asai_2009__ai__6,"Table 3 Exp1 HK1 Apo N(50), biochar 16 t/ha; AI__6 = HK1 Apo N(50) rate 16",high
gt__StudyID63__r24,063_Asai_2009,NO_MATCH,,Table 3 Exp1 LO1 Apo N(50) biochar 4; AI has no LO1 rows,high
gt__StudyID63__r25,063_Asai_2009,NO_MATCH,,Table 3 Exp1 LO1 Apo N(50) biochar 8; AI has no LO1 rows,high
gt__StudyID63__r26,063_Asai_2009,NO_MATCH,,Table 3 Exp1 LO1 Apo N(50) biochar 16; AI has no LO1 rows,high
gt__StudyID101__exp5_r0,101_Liang_Feng_2014,MATCH,101_Liang_Feng_2014__ai__1,"Table 3 wheat pooled 4-season mean, WM-F-30 vs WM-F; both GT exp5_r0 and AI__1 are wheat/30/none/pooled documented_pooled",high
gt__StudyID101__exp5_r1,101_Liang_Feng_2014,MATCH,101_Liang_Feng_2014__ai__2,"Table 3 wheat pooled 4-season mean, WM-F-60; wheat/60/none/pooled",high
gt__StudyID101__exp5_r2,101_Liang_Feng_2014,MATCH,101_Liang_Feng_2014__ai__3,"Table 3 wheat pooled 4-season mean, WM-F-90; wheat/90/none/pooled",high
gt__StudyID101__exp10_r0,101_Liang_Feng_2014,MATCH,101_Liang_Feng_2014__ai__4,"Table 3 maize pooled 4-season mean, WM-F-30 vs WM-F; maize/30/none/pooled documented_pooled",high
gt__StudyID101__exp10_r1,101_Liang_Feng_2014,MATCH,101_Liang_Feng_2014__ai__5,"Table 3 maize pooled 4-season mean, WM-F-60; maize/60/none/pooled",high
gt__StudyID101__exp10_r2,101_Liang_Feng_2014,MATCH,101_Liang_Feng_2014__ai__6,"Table 3 maize pooled 4-season mean, WM-F-90; maize/90/none/pooled",high
gt__StudyID130__r0,130_Azeem_2019,MATCH,130_Azeem_2019__ai__1,"Table 5 GY 2013-14 Mash Bean B1F0 (5 t/ha, no fert); matches AI B1F0 mash_bean 5/none/2013. Control-token differs (GT absolute vs B0F0; AI absolute vs B0F0) consistent",high
gt__StudyID130__r1,130_Azeem_2019,MATCH,130_Azeem_2019__ai__2,"Table 5 2013-14 Mash Bean B2F0 (10 t/ha, no fert); matches AI B2F0 mash_bean 10/none/2013",high
gt__StudyID130__r2,130_Azeem_2019,MATCH,130_Azeem_2019__ai__3,Table 5 2013-14 Mash Bean B1F1 (5 t/ha + NPK); matches AI B1F1 mash_bean 5/npk/2013 (AI control B0F1 vs GT B0F0 differ but treatment cell identical),high
gt__StudyID130__r3,130_Azeem_2019,MATCH,130_Azeem_2019__ai__4,Table 5 2013-14 Mash Bean B2F1 (10 t/ha + NPK); matches AI B2F1 mash_bean 10/npk/2013,high
gt__StudyID130__r4,130_Azeem_2019,MATCH,130_Azeem_2019__ai__5,"Table 5 2013-14 Wheat B1F0 (5 t/ha, no fert); matches AI B1F0 wheat 5/none/2013",high
gt__StudyID130__r5,130_Azeem_2019,MATCH,130_Azeem_2019__ai__6,"Table 5 2013-14 Wheat B2F0 (10 t/ha, no fert); matches AI B2F0 wheat 10/none/2013",high
gt__StudyID130__r6,130_Azeem_2019,MATCH,130_Azeem_2019__ai__7,Table 5 2013-14 Wheat B1F1 (5 t/ha + NPK); matches AI B1F1 wheat 5/npk/2013,high
gt__StudyID130__r7,130_Azeem_2019,MATCH,130_Azeem_2019__ai__8,Table 5 2013-14 Wheat B2F1 (10 t/ha + NPK); matches AI B2F1 wheat 10/npk/2013,high
gt__StudyID130__r8,130_Azeem_2019,MATCH,130_Azeem_2019__ai__9,"Table 5 2014-15 Mash Bean B1F0 (5 t/ha, no fert); matches AI B1F0 mash_bean 5/none/2014",high
gt__StudyID130__r9,130_Azeem_2019,MATCH,130_Azeem_2019__ai__10,"Table 5 2014-15 Mash Bean B2F0 (10 t/ha, no fert); matches AI B2F0 mash_bean 10/none/2014",high
gt__StudyID130__r10,130_Azeem_2019,MATCH,130_Azeem_2019__ai__11,Table 5 2014-15 Mash Bean B1F1 (5 t/ha + NPK); matches AI B1F1 mash_bean 5/npk/2014,high
gt__StudyID130__r11,130_Azeem_2019,MATCH,130_Azeem_2019__ai__12,Table 5 2014-15 Mash Bean B2F1 (10 t/ha + NPK); matches AI B2F1 mash_bean 10/npk/2014,high
gt__StudyID130__r12,130_Azeem_2019,MATCH,130_Azeem_2019__ai__13,"Table 5 2014-15 Wheat B1F0 (5 t/ha, no fert); matches AI B1F0 wheat 5/none/2014",high
gt__StudyID130__r13,130_Azeem_2019,MATCH,130_Azeem_2019__ai__14,"Table 5 2014-15 Wheat B2F0 (10 t/ha, no fert); matches AI B2F0 wheat 10/none/2014",high
gt__StudyID130__r14,130_Azeem_2019,MATCH,130_Azeem_2019__ai__15,Table 5 2014-15 Wheat B1F1 (5 t/ha + NPK); matches AI B1F1 wheat 5/npk/2014,high
gt__StudyID130__r15,130_Azeem_2019,MATCH,130_Azeem_2019__ai__16,Table 5 2014-15 Wheat B2F1 (10 t/ha + NPK); matches AI B2F1 wheat 10/npk/2014,high
gt__StudyID133__r7,133_Pandit_2018,MATCH,133_Pandit_2018__ai__6,"2015 maize, 15 t/ha BC (text p1337); matches AI maize 15/2015 (text-sourced)",high
gt__StudyID133__r8,133_Pandit_2018,MATCH,133_Pandit_2018__ai__7,"2015 maize, 25 t/ha BC (text p1337); matches AI maize 25/2015 (text-sourced)",high
gt__StudyID133__r9,133_Pandit_2018,MATCH,133_Pandit_2018__ai__8,"2015 maize, 40 t/ha BC (text p1337); matches AI maize 40/2015 (text-sourced)",high
gt__StudyID145__r1,145_Omara_2020,MATCH,145_Omara_2020__ai__1,"Table 3 T5 (biochar 5 Mg/ha only), Efaw 2018; biochar=5, co=none, y2018_efaw",high
gt__StudyID145__r2,145_Omara_2020,MATCH,145_Omara_2020__ai__5,"Table 3 T6 (biochar 10 only), Efaw 2018; biochar=10, co=none, y2018_efaw",high
gt__StudyID145__r3,145_Omara_2020,MATCH,145_Omara_2020__ai__9,"Table 3 T7 (biochar 15 only), Efaw 2018; biochar=15, co=none, y2018_efaw",high
gt__StudyID145__r4,145_Omara_2020,MATCH,145_Omara_2020__ai__13,"Table 3 T8 (N50 + biochar 5), Efaw 2018; biochar=5, co=nitrogen 50, y2018_efaw (control-token differs but same treatment cell)",high
gt__StudyID145__r5,145_Omara_2020,MATCH,145_Omara_2020__ai__17,"Table 3 T9 (N100 + biochar 10), Efaw 2018; biochar=10, co=nitrogen 100, y2018_efaw",high
gt__StudyID145__r6,145_Omara_2020,MATCH,145_Omara_2020__ai__21,"Table 3 T10 (N150 + biochar 15), Efaw 2018; biochar=15, co=nitrogen 150, y2018_efaw",high
gt__StudyID145__r7,145_Omara_2020,MATCH,145_Omara_2020__ai__2,"Table 3 T5 (biochar 5 only), Efaw 2019; biochar=5, co=none, y2019_efaw",high
gt__StudyID145__r8,145_Omara_2020,MATCH,145_Omara_2020__ai__6,"Table 3 T6 (biochar 10 only), Efaw 2019; biochar=10, co=none, y2019_efaw",high
gt__StudyID145__r9,145_Omara_2020,MATCH,145_Omara_2020__ai__10,"Table 3 T7 (biochar 15 only), Efaw 2019; biochar=15, co=none, y2019_efaw",high
gt__StudyID145__r10,145_Omara_2020,MATCH,145_Omara_2020__ai__14,"Table 3 T8 (N50 + biochar 5), Efaw 2019; biochar=5, co=nitrogen 50, y2019_efaw",high
gt__StudyID145__r11,145_Omara_2020,MATCH,145_Omara_2020__ai__18,"Table 3 T9 (N100 + biochar 10), Efaw 2019; biochar=10, co=nitrogen 100, y2019_efaw",high
gt__StudyID145__r12,145_Omara_2020,MATCH,145_Omara_2020__ai__22,"Table 3 T10 (N150 + biochar 15), Efaw 2019; biochar=15, co=nitrogen 150, y2019_efaw",high
gt__StudyID145__r13,145_Omara_2020,MATCH,145_Omara_2020__ai__3,"Table 3 T5 (biochar 5 only), LCB 2018; biochar=5, co=none, y2018_lcb",high
gt__StudyID145__r14,145_Omara_2020,MATCH,145_Omara_2020__ai__7,"Table 3 T6 (biochar 10 only), LCB 2018; biochar=10, co=none, y2018_lcb",high
gt__StudyID145__r15,145_Omara_2020,MATCH,145_Omara_2020__ai__11,"Table 3 T7 (biochar 15 only), LCB 2018; biochar=15, co=none, y2018_lcb",high
gt__StudyID145__r16,145_Omara_2020,MATCH,145_Omara_2020__ai__15,"Table 3 T8 (N50 + biochar 5), LCB 2018; biochar=5, co=nitrogen 50, y2018_lcb",high
gt__StudyID145__r17,145_Omara_2020,MATCH,145_Omara_2020__ai__19,"Table 3 T9 (N100 + biochar 10), LCB 2018; biochar=10, co=nitrogen 100, y2018_lcb",high
gt__StudyID145__r18,145_Omara_2020,MATCH,145_Omara_2020__ai__23,"Table 3 T10 (N150 + biochar 15), LCB 2018; biochar=15, co=nitrogen 150, y2018_lcb",high
gt__StudyID145__r19,145_Omara_2020,MATCH,145_Omara_2020__ai__4,"Table 3 T5 (biochar 5 only), LCB 2019; biochar=5, co=none, y2019_lcb",high
gt__StudyID145__r20,145_Omara_2020,MATCH,145_Omara_2020__ai__8,"Table 3 T6 (biochar 10 only), LCB 2019; biochar=10, co=none, y2019_lcb",high
gt__StudyID145__r21,145_Omara_2020,MATCH,145_Omara_2020__ai__12,"Table 3 T7 (biochar 15 only), LCB 2019; biochar=15, co=none, y2019_lcb",high
gt__StudyID145__r22,145_Omara_2020,MATCH,145_Omara_2020__ai__16,"Table 3 T8 (N50 + biochar 5), LCB 2019; biochar=5, co=nitrogen 50, y2019_lcb",high
gt__StudyID145__r23,145_Omara_2020,MATCH,145_Omara_2020__ai__20,"Table 3 T9 (N100 + biochar 10), LCB 2019; biochar=10, co=nitrogen 100, y2019_lcb",high
gt__StudyID145__r24,145_Omara_2020,MATCH,145_Omara_2020__ai__24,"Table 3 T10 (N150 + biochar 15), LCB 2019; biochar=15, co=nitrogen 150, y2019_lcb",high
gt__StudyID153__r1,153_Wei_2022,AMBIGUOUS,153_Wei_2022__ai__1,"Table 2 rapeseed 2019 100%N+B treatment cell; same treatment cell as cofactor row r4 but control=0%N (absolute). AI extracted only one 100%N+B rapeseed-2019 row (ai__1, control=100%N), so r1 and r4 both compete for it",med
gt__StudyID153__r2,153_Wei_2022,MATCH,153_Wei_2022__ai__2,"Table 2 rapeseed 2019 85%N+B; biochar=3, co=nitrogen 85, y2019 (control-token differs: GT 0%N vs AI 100%N, but unique treatment cell)",high
gt__StudyID153__r3,153_Wei_2022,MATCH,153_Wei_2022__ai__3,"Table 2 rapeseed 2019 70%N+B; biochar=3, co=nitrogen 70, y2019",high
gt__StudyID153__r4,153_Wei_2022,AMBIGUOUS,153_Wei_2022__ai__1,"Table 2 rapeseed 2019 100%N+B vs 100%N control (cofactor_matched); exact control-token match to ai__1, but shares the AI row with absolute-control r1",med
gt__StudyID153__r5,153_Wei_2022,AMBIGUOUS,153_Wei_2022__ai__7,"Table 2 maize 2019 100%N+B treatment cell; same cell as cofactor row r8, AI extracted one row (ai__7, control=100%N)",med
gt__StudyID153__r6,153_Wei_2022,MATCH,153_Wei_2022__ai__8,"Table 2 maize 2019 85%N+B; biochar=3, co=nitrogen 85, y2019",high
gt__StudyID153__r7,153_Wei_2022,MATCH,153_Wei_2022__ai__9,"Table 2 maize 2019 70%N+B; biochar=3, co=nitrogen 70, y2019",high
gt__StudyID153__r8,153_Wei_2022,AMBIGUOUS,153_Wei_2022__ai__7,"Table 2 maize 2019 100%N+B vs 100%N control (cofactor_matched); exact control match to ai__7, shares AI row with absolute-control r5",med
gt__StudyID153__r9,153_Wei_2022,AMBIGUOUS,153_Wei_2022__ai__4,"Table 2 rapeseed 2020 100%N+B treatment cell; same cell as cofactor row r12, AI extracted one row (ai__4, control=100%N)",med
gt__StudyID153__r10,153_Wei_2022,MATCH,153_Wei_2022__ai__5,"Table 2 rapeseed 2020 85%N+B; biochar=3, co=nitrogen 85, y2020",high
gt__StudyID153__r11,153_Wei_2022,MATCH,153_Wei_2022__ai__6,"Table 2 rapeseed 2020 70%N+B; biochar=3, co=nitrogen 70, y2020",high
gt__StudyID153__r12,153_Wei_2022,AMBIGUOUS,153_Wei_2022__ai__4,"Table 2 rapeseed 2020 100%N+B vs 100%N control (cofactor_matched); exact control match to ai__4, shares AI row with absolute-control r9",med
gt__StudyID153__r13,153_Wei_2022,AMBIGUOUS,153_Wei_2022__ai__10,"Table 2 maize 2020 100%N+B treatment cell; same cell as cofactor row r16, AI extracted one row (ai__10, control=100%N)",med
gt__StudyID153__r14,153_Wei_2022,MATCH,153_Wei_2022__ai__11,"Table 2 maize 2020 85%N+B; biochar=3, co=nitrogen 85, y2020",high
gt__StudyID153__r15,153_Wei_2022,MATCH,153_Wei_2022__ai__12,"Table 2 maize 2020 70%N+B; biochar=3, co=nitrogen 70, y2020",high
gt__StudyID153__r16,153_Wei_2022,AMBIGUOUS,153_Wei_2022__ai__10,"Table 2 maize 2020 100%N+B vs 100%N control (cofactor_matched); exact control match to ai__10, shares AI row with absolute-control r13",med
gt__StudyID166__r0,166_Haefele_2011,MATCH,166_Haefele_2011__ai__1,"Table 6 IRRI 2005WS CRH vs C; 41.3 t/ha (carbonized rice husk), co=none",high
gt__StudyID166__r1,166_Haefele_2011,NO_MATCH,,"Table 6 IRRI 2005WS RH (untreated rice husk, 49.5 t/ha) vs C",high
gt__StudyID166__r2,166_Haefele_2011,MATCH,166_Haefele_2011__ai__2,"Table 6 IRRI 2005WS CRH+F vs C+F; 41.3 CRH, co=npk medium",high
gt__StudyID166__r3,166_Haefele_2011,NO_MATCH,,Table 6 IRRI 2005WS RH+F (49.5 untreated rice husk),high
gt__StudyID166__r4,166_Haefele_2011,MATCH,166_Haefele_2011__ai__17,"Table 6 Siniloan 2005WS CRH vs C; 41.3, co=none",high
gt__StudyID166__r5,166_Haefele_2011,NO_MATCH,,Table 6 Siniloan 2005WS RH (49.5),high
gt__StudyID166__r6,166_Haefele_2011,MATCH,166_Haefele_2011__ai__18,"Table 6 Siniloan 2005WS CRH+F vs C+F; 41.3, co=npk medium",high
gt__StudyID166__r7,166_Haefele_2011,NO_MATCH,,Table 6 Siniloan 2005WS RH+F (49.5),high
gt__StudyID166__r8,166_Haefele_2011,MATCH,166_Haefele_2011__ai__23,"Table 6 Ubon 2005WS CRH vs C; 41.3, co=none",high
gt__StudyID166__r9,166_Haefele_2011,NO_MATCH,,Table 6 Ubon 2005WS RH (49.5),high
gt__StudyID166__r10,166_Haefele_2011,MATCH,166_Haefele_2011__ai__24,"Table 6 Ubon 2005WS CRH+F vs C+F; 41.3, co=npk medium",high
gt__StudyID166__r11,166_Haefele_2011,NO_MATCH,,Table 6 Ubon 2005WS RH+F (49.5),high
gt__StudyID166__r12,166_Haefele_2011,MATCH,166_Haefele_2011__ai__5,"Table 6 IRRI 2006WS CRH vs C; 41.3, co=none",high
gt__StudyID166__r13,166_Haefele_2011,NO_MATCH,,Table 6 IRRI 2006WS RH (49.5),high
gt__StudyID166__r14,166_Haefele_2011,MATCH,166_Haefele_2011__ai__6,"Table 6 IRRI 2006WS CRH+F vs C+F; 41.3, co=npk medium",high
gt__StudyID166__r15,166_Haefele_2011,NO_MATCH,,Table 6 IRRI 2006WS RH+F (49.5),high
gt__StudyID166__r16,166_Haefele_2011,MATCH,166_Haefele_2011__ai__19,"Table 6 Siniloan 2007WS CRH vs C; 41.3, co=none",high
gt__StudyID166__r17,166_Haefele_2011,NO_MATCH,,Table 6 Siniloan 2007WS RH (49.5),high
gt__StudyID166__r18,166_Haefele_2011,MATCH,166_Haefele_2011__ai__20,"Table 6 Siniloan 2007WS CRH+F vs C+F; 41.3, co=npk medium",high
