gt_row_id,paper_id,verdict,ai_row_id,basis,confidence
gt__005_Niinemets_1999__r897,005_Niinemets_1999,MATCH,005_Niinemets_1999__ai__26,"Q. suber foliar N, low N; AI N lowN Table 1a (ai__26)",high
gt__005_Niinemets_1999__r898,005_Niinemets_1999,MATCH,005_Niinemets_1999__ai__1,"Q. suber foliar P, high N; AI P highN Table 1 (ai__1; duplicate ai__27 in Table 1a is the same cell)",high
gt__005_Niinemets_1999__r899,005_Niinemets_1999,MATCH,005_Niinemets_1999__ai__28,"Q. suber foliar P, low N; AI P lowN Table 1a (ai__28)",high
gt__006_Azam_2013__r106,006_Azam_2013,MATCH,006_Azam_2013__ai__26,"Table 3 Grabe cultivar, Element C; GT cultivar=grabe element=c matches AI cultivar='Grabe' element='c'. AI year y2008_2009 is the Grabe block; GT has no year suffix but cultivar+element uniquely identify the cell.",high
gt__006_Azam_2013__r107,006_Azam_2013,MATCH,006_Azam_2013__ai__30,"Table 3 Grabe, Element Ca matches AI cultivar='Grabe' element='ca'.",high
gt__006_Azam_2013__r108,006_Azam_2013,MATCH,006_Azam_2013__ai__41,"Table 3 Grabe, Element Cd matches AI cultivar='Grabe' element='cd'.",high
gt__006_Azam_2013__r109,006_Azam_2013,MATCH,006_Azam_2013__ai__40,"Table 3 Grabe, Element Cr matches AI cultivar='Grabe' element='cr'.",high
gt__006_Azam_2013__r110,006_Azam_2013,MATCH,006_Azam_2013__ai__39,"Table 3 Grabe, Element Cu matches AI cultivar='Grabe' element='cu'.",high
gt__006_Azam_2013__r111,006_Azam_2013,MATCH,006_Azam_2013__ai__36,"Table 3 Grabe, Element Fe matches AI cultivar='Grabe' element='fe'.",high
gt__006_Azam_2013__r112,006_Azam_2013,MATCH,006_Azam_2013__ai__32,"Table 3 Grabe, Element K matches AI cultivar='Grabe' element='k'.",high
gt__006_Azam_2013__r113,006_Azam_2013,MATCH,006_Azam_2013__ai__31,"Table 3 Grabe, Element Mg matches AI cultivar='Grabe' element='mg'.",high
gt__006_Azam_2013__r114,006_Azam_2013,MATCH,006_Azam_2013__ai__35,"Table 3 Grabe, Element Mn matches AI cultivar='Grabe' element='mn'.",high
gt__006_Azam_2013__r115,006_Azam_2013,MATCH,006_Azam_2013__ai__27,"Table 3 Grabe, Element N matches AI cultivar='Grabe' element='n'.",high
gt__006_Azam_2013__r116,006_Azam_2013,MATCH,006_Azam_2013__ai__38,"Table 3 Grabe, Element Ni matches AI cultivar='Grabe' element='ni'.",high
gt__006_Azam_2013__r117,006_Azam_2013,MATCH,006_Azam_2013__ai__37,"Table 3 Grabe, Element Pb matches AI cultivar='Grabe' element='pb'.",high
gt__006_Azam_2013__r118,006_Azam_2013,MATCH,006_Azam_2013__ai__29,"Table 3 Grabe, Element S matches AI cultivar='Grabe' element='s'.",high
gt__006_Azam_2013__r119,006_Azam_2013,MATCH,006_Azam_2013__ai__34,"Table 3 Grabe, Element Zn matches AI cultivar='Grabe' element='zn'.",high
gt__006_Azam_2013__r185,006_Azam_2013,MATCH,006_Azam_2013__ai__0,"Table 3 T-1-111 (Daucus carota), Element C matches AI cultivar='T-1-111' element='c'.",high
gt__006_Azam_2013__r186,006_Azam_2013,MATCH,006_Azam_2013__ai__4,"Table 3 T-1-111, Element Ca matches AI cultivar='T-1-111' element='ca'.",high
gt__006_Azam_2013__r187,006_Azam_2013,MATCH,006_Azam_2013__ai__15,"Table 3 T-1-111, Element Cd matches AI cultivar='T-1-111' element='cd'.",high
gt__006_Azam_2013__r188,006_Azam_2013,MATCH,006_Azam_2013__ai__14,"Table 3 T-1-111, Element Cr matches AI cultivar='T-1-111' element='cr'.",high
gt__006_Azam_2013__r189,006_Azam_2013,MATCH,006_Azam_2013__ai__13,"Table 3 T-1-111, Element Cu matches AI cultivar='T-1-111' element='cu'.",high
gt__006_Azam_2013__r190,006_Azam_2013,MATCH,006_Azam_2013__ai__10,"Table 3 T-1-111, Element Fe matches AI cultivar='T-1-111' element='fe'.",high
gt__006_Azam_2013__r191,006_Azam_2013,MATCH,006_Azam_2013__ai__6,"Table 3 T-1-111, Element K matches AI cultivar='T-1-111' element='k'.",high
gt__006_Azam_2013__r192,006_Azam_2013,MATCH,006_Azam_2013__ai__5,"Table 3 T-1-111, Element Mg matches AI cultivar='T-1-111' element='mg'.",high
gt__006_Azam_2013__r193,006_Azam_2013,MATCH,006_Azam_2013__ai__9,"Table 3 T-1-111, Element Mn matches AI cultivar='T-1-111' element='mn'.",high
gt__006_Azam_2013__r194,006_Azam_2013,MATCH,006_Azam_2013__ai__1,"Table 3 T-1-111, Element N matches AI cultivar='T-1-111' element='n'.",high
gt__006_Azam_2013__r195,006_Azam_2013,MATCH,006_Azam_2013__ai__12,"Table 3 T-1-111, Element Ni matches AI cultivar='T-1-111' element='ni'.",high
gt__006_Azam_2013__r196,006_Azam_2013,MATCH,006_Azam_2013__ai__11,"Table 3 T-1-111, Element Pb matches AI cultivar='T-1-111' element='pb'.",high
gt__006_Azam_2013__r197,006_Azam_2013,MATCH,006_Azam_2013__ai__3,"Table 3 T-1-111, Element S matches AI cultivar='T-1-111' element='s'.",high
gt__006_Azam_2013__r198,006_Azam_2013,MATCH,006_Azam_2013__ai__8,"Table 3 T-1-111, Element Zn matches AI cultivar='T-1-111' element='zn'.",high
gt__006_Azam_2013__r913,006_Azam_2013,MATCH,006_Azam_2013__ai__16,"Table 3 Mino (Raphanus sativus), Element Ca matches AI cultivar='Mino' element='ca'.",high
gt__006_Azam_2013__r914,006_Azam_2013,MATCH,006_Azam_2013__ai__25,"Table 3 Mino, Element Cr matches AI cultivar='Mino' element='cr'.",high
gt__006_Azam_2013__r915,006_Azam_2013,MATCH,006_Azam_2013__ai__24,"Table 3 Mino, Element Cu matches AI cultivar='Mino' element='cu'.",high
gt__006_Azam_2013__r916,006_Azam_2013,MATCH,006_Azam_2013__ai__21,"Table 3 Mino, Element Fe matches AI cultivar='Mino' element='fe'.",high
gt__006_Azam_2013__r917,006_Azam_2013,MATCH,006_Azam_2013__ai__18,"Table 3 Mino, Element K matches AI cultivar='Mino' element='k'.",high
gt__006_Azam_2013__r918,006_Azam_2013,MATCH,006_Azam_2013__ai__17,"Table 3 Mino, Element Mg matches AI cultivar='Mino' element='mg'.",high
gt__006_Azam_2013__r919,006_Azam_2013,MATCH,006_Azam_2013__ai__20,"Table 3 Mino, Element Mn matches AI cultivar='Mino' element='mn'.",high
gt__006_Azam_2013__r920,006_Azam_2013,MATCH,006_Azam_2013__ai__23,"Table 3 Mino, Element Ni matches AI cultivar='Mino' element='ni'.",high
gt__006_Azam_2013__r921,006_Azam_2013,MATCH,006_Azam_2013__ai__22,"Table 3 Mino, Element Pb matches AI cultivar='Mino' element='pb'.",high
gt__006_Azam_2013__r922,006_Azam_2013,MATCH,006_Azam_2013__ai__19,"Table 3 Mino, Element Zn matches AI cultivar='Mino' element='zn'.",high
gt__007_Woodin_1992__r129,007_Woodin_1992,NO_MATCH,,"Fig 3a leaf-tissue Ca concentration. GT is foliar(leaf) Ca at eco2_570 (570 vs 370 ppm). AI only extracted leaf-foliar Ca at the 470 ppm level (ai__13, eco2_470_amb_370); the 570 ppm leaf Ca cell was not extracted by AI. CO2-level mismatch -> no same-cell counterpart.",high
gt__007_Woodin_1992__r130,007_Woodin_1992,NO_MATCH,,Fig 3a leaf-tissue K concentration. GT is foliar K at eco2_570. AI only extracted leaf-foliar K at 470 ppm (ai__11); no 570 ppm leaf K cell present.,high
gt__007_Woodin_1992__r131,007_Woodin_1992,NO_MATCH,,Fig 3a leaf-tissue Mg concentration. GT is foliar Mg at eco2_570. AI extracted Mg only as stem(above_ground) at 470 (ai__2) and leaf at 470 (ai__15); no 570 ppm leaf Mg cell present.,high
gt__007_Woodin_1992__r132,007_Woodin_1992,MATCH,007_Woodin_1992__ai__1,"Fig 3a leaf-tissue N concentration. GT foliar N at eco2_570_amb_370 matches AI ai__1 (element='N concentration in leaf tissue', tissue leaf->foliar, eco2_570_amb_370, cultivar H.E. Beale = Calluna vulgaris var.). Only this AI N row is at 570 ppm.",high
gt__007_Woodin_1992__r133,007_Woodin_1992,NO_MATCH,,Fig 3a leaf-tissue P concentration. GT is foliar P at eco2_570. AI only extracted leaf-foliar P at 470 ppm (ai__9); no 570 ppm leaf P cell present.,high
gt__008_Campbell_2002__r478,008_Campbell_2002,NO_MATCH,,"GT is foliar (leaf) P CONCENTRATION at high P (Lupinus albus), eco2_750. AI extracted only two P observations: total plant P CONTENT mg/plant (whole plant, ai__0/ai__1) and proportion of plant P in roots (ai__2/ai__3). Neither is a foliar P concentration; tissue (foliar vs whole-plant/root) and quantity type (concentration vs content/proportion) both differ. No same-cell counterpart.",high
gt__008_Campbell_2002__r479,008_Campbell_2002,NO_MATCH,,"GT is foliar P concentration at low P, eco2_750. AI has only whole-plant P content (ai__0 p0) and root P proportion (ai__2 p0), not foliar concentration. Tissue and quantity-type mismatch; no same-cell counterpart.",high
gt__009_Barnes_1992__r900,009_Barnes_1992,MATCH,009_Barnes_1992__ai__5,"Table 4 (radish shoot = foliar nutrient composition, % shoot DW), Ca, CO2 effect at non-polluted O3 (20 nmol): 750 vs 350 (=765/385). GT foliar Ca cherry_belle eco2_765_amb_385 matches AI ai__5 (Ca, Table 4, non-polluted O3, eco2_765_amb_385). Tissue token differs (GT foliar vs AI above_ground/shoot) but paper text explicitly labels Table 4 shoot values 'foliar concentrations' -> same cell.",high
gt__009_Barnes_1992__r901,009_Barnes_1992,MATCH,009_Barnes_1992__ai__3,"Table 4 shoot/foliar K, non-polluted O3, 765/385. Matches AI ai__3 (K, Table 4, non-polluted O3).",high
gt__009_Barnes_1992__r902,009_Barnes_1992,MATCH,009_Barnes_1992__ai__4,"Table 4 shoot/foliar Mg, non-polluted O3, 765/385. Matches AI ai__4 (Mg, Table 4, non-polluted O3).",high
gt__009_Barnes_1992__r903,009_Barnes_1992,MATCH,009_Barnes_1992__ai__0,"Table 4 shoot/foliar N, non-polluted O3, 765/385. Matches AI ai__0 (N, Table 4, non-polluted O3).",high
gt__009_Barnes_1992__r904,009_Barnes_1992,MATCH,009_Barnes_1992__ai__2,"Table 4 shoot/foliar P, non-polluted O3, 765/385. Matches AI ai__2 (P, Table 4, non-polluted O3).",high
gt__009_Barnes_1992__r905,009_Barnes_1992,MATCH,009_Barnes_1992__ai__1,"Table 4 shoot/foliar S, non-polluted O3, 765/385. Matches AI ai__1 (S, Table 4, non-polluted O3).",high
gt__009_Barnes_1992__r906,009_Barnes_1992,NO_MATCH,,"GT foliar Zn cherry_belle eco2_765_amb_385. Tables 4 and 5 report only N,S,P,K,Mg,Ca,C/N - no Zn. AI extracted no Zn observation. No same-cell counterpart in AI.",high
gt__010_Li_2010__r1368,010_Li_2010,NO_MATCH,,"GT grain Ca, Triso wheat, eco2_537_amb_387 (Hogy et al 2009 data). AI extraction file contains zero rows for this paper.",high
gt__010_Li_2010__r1369,010_Li_2010,NO_MATCH,,"GT grain Cd, Triso. AI file empty.",high
gt__010_Li_2010__r1370,010_Li_2010,NO_MATCH,,"GT grain Cr, Triso. AI file empty.",high
gt__010_Li_2010__r1371,010_Li_2010,NO_MATCH,,"GT grain Fe, Triso. AI file empty.",high
gt__010_Li_2010__r1372,010_Li_2010,NO_MATCH,,"GT grain K, Triso. AI file empty.",high
gt__010_Li_2010__r1373,010_Li_2010,NO_MATCH,,"GT grain Mg, Triso. AI file empty.",high
gt__010_Li_2010__r1374,010_Li_2010,NO_MATCH,,"GT grain Mn, Triso. AI file empty.",high
gt__010_Li_2010__r1375,010_Li_2010,NO_MATCH,,"GT grain Mo, Triso. AI file empty.",high
gt__010_Li_2010__r1376,010_Li_2010,NO_MATCH,,"GT grain Na, Triso. AI file empty.",high
gt__010_Li_2010__r1377,010_Li_2010,NO_MATCH,,"GT grain Ni, Triso. AI file empty.",high
gt__010_Li_2010__r1378,010_Li_2010,NO_MATCH,,"GT grain P, Triso. AI file empty.",high
gt__010_Li_2010__r1379,010_Li_2010,NO_MATCH,,"GT grain Pb, Triso. AI file empty.",high
gt__010_Li_2010__r1380,010_Li_2010,NO_MATCH,,"GT grain S, Triso. AI file empty.",high
gt__010_Li_2010__r1381,010_Li_2010,NO_MATCH,,"GT grain Se, Triso. AI file empty.",high
gt__010_Li_2010__r1382,010_Li_2010,NO_MATCH,,"GT grain Si, Triso. AI file empty.",high
gt__010_Li_2010__r1383,010_Li_2010,NO_MATCH,,"GT grain Zn, Triso. AI file empty.",high
gt__011_Huluka_1994__r263,011_Huluka_1994,NO_MATCH,,"GT B is leaf at DOY 247 (Fig.1 DOY=247 panel, ratio CONTROL:FACE); AI only extracted Table 2 = leaf nutrients on 26 June (DOY 177). Different timepoint, no DOY-247 AI row.",high
gt__011_Huluka_1994__r264,011_Huluka_1994,NO_MATCH,,GT C at DOY 247 (Fig.1). AI extracted Table 2 (DOY 177) which has no C row at all.,high
gt__011_Huluka_1994__r265,011_Huluka_1994,NO_MATCH,,GT Ca at DOY 247 (Fig.1); AI Ca (ai__1) is Table 2 DOY 177. Different timepoint.,high
gt__011_Huluka_1994__r266,011_Huluka_1994,NO_MATCH,,GT Cu at DOY 247 (Fig.1); AI Cu (ai__6) is Table 2 DOY 177. Different timepoint.,high
gt__011_Huluka_1994__r267,011_Huluka_1994,NO_MATCH,,GT Fe at DOY 247 (Fig.1); AI Fe (ai__7) is Table 2 DOY 177. Different timepoint.,high
gt__011_Huluka_1994__r268,011_Huluka_1994,NO_MATCH,,GT K at DOY 247 (Fig.1); AI K (ai__2) is Table 2 DOY 177. Different timepoint.,high
gt__011_Huluka_1994__r269,011_Huluka_1994,NO_MATCH,,GT Mg at DOY 247 (Fig.1); AI Mg (ai__3) is Table 2 DOY 177. Different timepoint.,high
gt__011_Huluka_1994__r270,011_Huluka_1994,NO_MATCH,,GT Mn at DOY 247 (Fig.1); AI Mn (ai__8) is Table 2 DOY 177. Different timepoint.,high
gt__011_Huluka_1994__r271,011_Huluka_1994,NO_MATCH,,GT Mo at DOY 247 (Fig.1). AI extracted Table 2 (DOY 177) which has no Mo row.,high
gt__011_Huluka_1994__r272,011_Huluka_1994,NO_MATCH,,GT N at DOY 247 (Fig.1); AI N (ai__0) is Table 2 DOY 177. Different timepoint.,high
gt__011_Huluka_1994__r273,011_Huluka_1994,NO_MATCH,,GT P at DOY 247 (Fig.1); AI P (ai__4) is Table 2 DOY 177. Different timepoint.,high
gt__011_Huluka_1994__r274,011_Huluka_1994,NO_MATCH,,GT Si at DOY 247 (Fig.1). AI extracted Table 2 (DOY 177) which has no Si row.,high
gt__011_Huluka_1994__r275,011_Huluka_1994,NO_MATCH,,GT Zn at DOY 247 (Fig.1); AI Zn (ai__9) is Table 2 DOY 177. Different timepoint.,high
gt__012_Wu_2004__r1402,012_Wu_2004,MATCH,012_Wu_2004__ai__3,"Table 1 grain K, wheat, eCO2 700 vs ambient 350. GT cultivar 'Turbo' is a Loladze-side label artifact; paper cultivar is Ganmai 8139 (same Wu 2004 wheat, grain, K, 700/350). AI extracted at 80% FWC (well-watered headline comparison); GT moisture unspecified.",high
gt__012_Wu_2004__r1403,012_Wu_2004,MATCH,012_Wu_2004__ai__0,"Table 1 grain N (Nitrogen g/100g), wheat, eCO2 700 vs 350. Cultivar 'Turbo' vs 'Ganmai 8139' is a cross-side label artifact for the same paper/cell. AI 80% FWC = well-watered headline comparison.",high
gt__012_Wu_2004__r1404,012_Wu_2004,MATCH,012_Wu_2004__ai__2,"Table 1 grain P, wheat, eCO2 700 vs 350. Cultivar label artifact (Turbo/Ganmai 8139). AI 80% FWC well-watered comparison.",high
gt__012_Wu_2004__r1405,012_Wu_2004,MATCH,012_Wu_2004__ai__4,"Table 1 grain Zn (mg/kg), wheat, eCO2 700 vs 350. Cultivar label artifact (Turbo/Ganmai 8139). AI 80% FWC well-watered comparison.",high
gt__013_Keutgen_2001__r171,013_Keutgen_2001,MATCH,013_Keutgen_2001__ai__42,"Table 3 old leaves, Ca, 900 ppm vs 300 ppm sub-ambient. AI ai__42 = Ca, foliar, old_leaves, eco2_900_amb_300. Species C. madurensis encoded as old_leaves on both sides.",high
gt__013_Keutgen_2001__r172,013_Keutgen_2001,MATCH,013_Keutgen_2001__ai__30,"Table 3 old leaves, K, 900 vs 300. AI ai__30 = K, foliar, old_leaves, eco2_900_amb_300.",high
gt__013_Keutgen_2001__r173,013_Keutgen_2001,MATCH,013_Keutgen_2001__ai__51,"Table 3 old leaves, Mg, 900 vs 300. AI ai__51 = Mg, foliar, old_leaves, eco2_900_amb_300.",high
gt__013_Keutgen_2001__r174,013_Keutgen_2001,MATCH,013_Keutgen_2001__ai__11,"Table 3 old leaves, N, 900 vs 300. AI ai__11 = N, foliar, old_leaves, eco2_900_amb_300.",high
gt__013_Keutgen_2001__r175,013_Keutgen_2001,NO_MATCH,,"Table 3 old leaves, P, 900 vs 300. AI extracted P old_leaves only at 450 ppm (ai__19); no P old_leaves at 900 ppm exists among AI rows (AI P series stops at ai__19).",high
gt__014_Lieffering_2004__r574,014_Lieffering_2004,MATCH,014_Lieffering_2004__ai__4,"Fig.1 1999 panel, rice grain B, eCO2 625 (1999) vs ambient. AI ai__4 = B, grain, eco2_625...y1999. GT aCO2=365 vs AI aCO2=398 is a recorded-ambient-value difference for the same FACE ambient plots; year/eCO2 disambiguates.",high
gt__014_Lieffering_2004__r575,014_Lieffering_2004,NO_MATCH,,"Fig.1 2000 panel, grain B, eCO2 570 (2000). AI extracted B only for 1999 (ai__4); no B at eco2_570/y2000.",high
gt__014_Lieffering_2004__r576,014_Lieffering_2004,NO_MATCH,,"Fig.1 grain Cu, 2000 (eCO2 570). AI extracted no Cu rows at all.",high
gt__014_Lieffering_2004__r577,014_Lieffering_2004,NO_MATCH,,"Fig.1 grain Cu, 1999 (eCO2 625). AI extracted no Cu rows at all.",high
gt__014_Lieffering_2004__r578,014_Lieffering_2004,NO_MATCH,,"Fig.1 grain Fe, 2000 (eCO2 570). AI extracted Fe only for 1999 (ai__3); no Fe at eco2_570/y2000.",high
