gt_row_id,paper_id,verdict,ai_row_id,basis,confidence
gt__study170__pair1021,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__0,seaweed foliar sugarcane; GT Frequency=1 (one spray) -> SE1 (single spray at seedling); ContinusStudy=1 -> year 2017. Site (Suixi vs Wengyuan) not encoded in GT descriptors and cannot be set without outcome values; Group A tentatively=Suixi(ROC22). Freq=1 is shared by SE1 and SE4 (both single-spray) -> SE1 vs SE4 also undecidable; chose SE1 as first-in-block.,low
gt__study170__pair1022,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__4,GT Frequency=2 -> SE2 (two sprays); CS=1 -> 2017; Group A tentatively Suixi. Site assignment indeterminate from descriptors.,low
gt__study170__pair1023,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__8,GT Frequency=3 -> SE3 (three sprays); CS=1 -> 2017; Group A tentatively Suixi. Site indeterminate without outcome values.,low
gt__study170__pair1024,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__12,GT Frequency=1 trailing row in 2017 block -> SE4 (single spray at mature stage); CS=1 -> 2017; Group A tentatively Suixi. SE1/SE4 both Freq=1 so assignment of this vs pair1021 is positional only.,low
gt__study170__pair1025,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__1,GT Freq=1 -> SE1; CS=2 -> 2018; Group A tentatively Suixi. Site + SE1/SE4 ambiguity as above.,low
gt__study170__pair1026,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__5,GT Freq=2 -> SE2; CS=2 -> 2018; Group A tentatively Suixi.,low
gt__study170__pair1027,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__9,GT Freq=3 -> SE3; CS=2 -> 2018; Group A tentatively Suixi.,low
gt__study170__pair1028,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__13,GT Freq=1 trailing -> SE4; CS=2 -> 2018; Group A tentatively Suixi.,low
gt__study170__pair1029,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__2,GT Freq=1 -> SE1; CS=3 -> 2019; Group A tentatively Suixi.,low
gt__study170__pair1030,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__6,GT Freq=2 -> SE2; CS=3 -> 2019; Group A tentatively Suixi.,low
gt__study170__pair1031,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__10,GT Freq=3 -> SE3; CS=3 -> 2019; Group A tentatively Suixi.,low
gt__study170__pair1032,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__14,GT Freq=1 trailing -> SE4; CS=3 -> 2019; Group A tentatively Suixi.,low
gt__study170__pair1033,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__16,GT Freq=1 -> SE1; CS=1 -> 2017; Group B tentatively Wengyuan(Yuetang60). Site assignment indeterminate from descriptors (outcome values barred).,low
gt__study170__pair1034,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__20,GT Freq=2 -> SE2; CS=1 -> 2017; Group B tentatively Wengyuan.,low
gt__study170__pair1035,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__24,GT Freq=3 -> SE3; CS=1 -> 2017; Group B tentatively Wengyuan.,low
gt__study170__pair1036,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,,GT Freq=1 trailing -> SE4 (single spray at mature stage); CS=1 -> 2017; Group B tentatively Wengyuan. AI extracted only SE1-SE3 for Wengyuan (no SE4 rows ai for Yuetang60).,low
gt__study170__pair1037,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__17,GT Freq=1 -> SE1; CS=2 -> 2018; Group B tentatively Wengyuan.,low
gt__study170__pair1038,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__21,GT Freq=2 -> SE2; CS=2 -> 2018; Group B tentatively Wengyuan.,low
gt__study170__pair1039,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__25,GT Freq=3 -> SE3; CS=2 -> 2018; Group B tentatively Wengyuan.,low
gt__study170__pair1040,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,,GT Freq=1 trailing -> SE4; CS=2 -> 2018; Group B tentatively Wengyuan. AI has no SE4 rows for Wengyuan/Yuetang60.,low
gt__study170__pair1041,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__18,GT Freq=1 -> SE1; CS=3 -> 2019; Group B tentatively Wengyuan.,low
gt__study170__pair1042,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__22,GT Freq=2 -> SE2; CS=3 -> 2019; Group B tentatively Wengyuan.,low
gt__study170__pair1043,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,027_Chen_2021_Effects of Seaweed Extracts on the Growt__ai__26,GT Freq=3 -> SE3; CS=3 -> 2019; Group B tentatively Wengyuan.,low
gt__study170__pair1044,027_Chen_2021_Effects of Seaweed Extracts on the Growt,AMBIGUOUS,,GT Freq=1 trailing -> SE4; CS=3 -> 2019; Group B tentatively Wengyuan. AI has no SE4 rows for Wengyuan/Yuetang60.,low
gt__study68__pair408,029_Ciepiela_2019_The effect of biostimulants derived from,AMBIGUOUS,029_Ciepiela_2019_The effect of biostimulants derived from__ai__0,"seaweed (Algex/A.nodosum) biostimulant; GT Frequency=3 matches the seasonal total over 3 cuts -> AI Table 3 'sum of three cuts' (not Table 4 per-cut). GT ContinusStudy=1 -> year 2014. AI splits Table 3 Algex by nitrogen_rate (0/120/180 kg ha-1) which GT does not encode (no N moderator, dose=1 only); chose 0 kg ha-1 (ai__0) as representative. N-rate within-study disambiguator absent in GT.",low
gt__study68__pair409,029_Ciepiela_2019_The effect of biostimulants derived from,AMBIGUOUS,029_Ciepiela_2019_The effect of biostimulants derived from__ai__3,seaweed Algex; GT Frequency=3 -> Table 3 sum-of-three-cuts; ContinusStudy=2 -> year 2015. AI Table 3 Algex 2015 split by N-rate (ai__3/4/5); GT has no N moderator so chose 0 kg ha-1 (ai__3) as representative. N-rate indeterminate in GT.,low
gt__study180__pair1100,058_Fichhof_2018_Management of Biostimulant and Silicon i,AMBIGUOUS,058_Fichhof_2018_Management of Biostimulant and Silicon i__ai__6,"cotton, silicon foliar; GT Frequency=4 matches AI '40, 60, 80, 100 DAE' (4 applications) 2.5 kg ha-1. AI extracted a single Productivity row pooled over both cultivars (FM 983GLT + FM 954GLT). GT has two rows (1100/1101) with identical descriptors but differing treatment means -> they correspond to the two cultivars that AI collapsed into one pooled cell; both GT rows map to the same AI row and the cultivar split is not resolvable against AI's single pooled row.",low
gt__study180__pair1101,058_Fichhof_2018_Management of Biostimulant and Silicon i,AMBIGUOUS,058_Fichhof_2018_Management of Biostimulant and Silicon i__ai__6,"cotton, silicon foliar, Frequency=4, 2.5 kg ha-1. Second of two GT rows with descriptors identical to pair1100; AI provides only one cultivar-pooled Productivity row (ai__6), so both GT cultivar-level rows collapse onto the same AI row. Cannot disambiguate which GT row is which cultivar without outcome values.",low
gt__study78__pair484,062_Głosek-Sobieraj_2018_The Effect of Growth Regulators and a Bi,AMBIGUOUS,,"GT row is seaweed/foliar pooled across cultivars (no cultivar field; dose=1 is a category code); AI extracted Table 4 only at cultivar(5)xyear(3)xproduct(2) granularity with no cultivar-pooled rows and two distinct seaweed products (Bio-Algeen 1%, Kelpak 0.2%). The GT cell (one of two values within ContinusStudy=1) cannot be uniquely mapped to a single AI cell.",low
gt__study78__pair485,062_Głosek-Sobieraj_2018_The Effect of Growth Regulators and a Bi,AMBIGUOUS,,"Second of two seaweed values within ContinusStudy=1, pooled across cultivars; AI rows are per-cultivar/per-year and split between two seaweed products. No unique AI counterpart.",low
gt__study78__pair486,062_Głosek-Sobieraj_2018_The Effect of Growth Regulators and a Bi,AMBIGUOUS,,"Seaweed value within ContinusStudy=2, pooled across cultivars; AI granularity is cultivar x year x product. No unique AI counterpart.",low
gt__study78__pair487,062_Głosek-Sobieraj_2018_The Effect of Growth Regulators and a Bi,AMBIGUOUS,,"Second seaweed value within ContinusStudy=2, pooled across cultivars; AI is per cultivar/year/product. No unique AI counterpart.",low
gt__study78__pair488,062_Głosek-Sobieraj_2018_The Effect of Growth Regulators and a Bi,AMBIGUOUS,,"Seaweed value within ContinusStudy=3, pooled across cultivars; AI is per cultivar/year/product. No unique AI counterpart.",low
gt__study78__pair489,062_Głosek-Sobieraj_2018_The Effect of Growth Regulators and a Bi,AMBIGUOUS,,"Second seaweed value within ContinusStudy=3, pooled across cultivars; AI is per cultivar/year/product. No unique AI counterpart.",low
gt__study96__pair573,067_Grabowska_2012_The Effect of Cultivar and Biostimulant,AMBIGUOUS,,"GT row is carrot PHs/foliar dose=0.5, pooled across cultivars (no cultivar field); AI extracted Table 3 at cultivar(Nandrin/Napoli)xyear(2009/2010/2011)x(Total vs Marketable yield)x dose(1.5/3.0 dm3/ha) with no cultivar-pooled rows. GT dose=0.5 is a category code, not the AI dm3/ha dose. No unique AI cell.",low
gt__study96__pair574,067_Grabowska_2012_The Effect of Cultivar and Biostimulant,AMBIGUOUS,,"Carrot PHs/foliar dose=1 (category code), ContinusStudy=1, pooled across cultivars; AI is per cultivar/year/yieldtype. No unique AI counterpart.",low
gt__study96__pair575,067_Grabowska_2012_The Effect of Cultivar and Biostimulant,AMBIGUOUS,,"Carrot PHs dose=0.5, ContinusStudy=2, pooled across cultivars; AI granularity cultivar x year x yieldtype. No unique AI counterpart.",low
gt__study96__pair576,067_Grabowska_2012_The Effect of Cultivar and Biostimulant,AMBIGUOUS,,"Carrot PHs dose=1, ContinusStudy=2, pooled across cultivars; AI per cultivar/year/yieldtype. No unique AI counterpart.",low
gt__study96__pair577,067_Grabowska_2012_The Effect of Cultivar and Biostimulant,AMBIGUOUS,,"Carrot PHs dose=0.5, ContinusStudy=3, pooled across cultivars; AI per cultivar/year/yieldtype. No unique AI counterpart.",low
gt__study96__pair578,067_Grabowska_2012_The Effect of Cultivar and Biostimulant,AMBIGUOUS,,"Carrot PHs dose=1, ContinusStudy=3, pooled across cultivars; AI per cultivar/year/yieldtype. No unique AI counterpart.",low
gt__study10__pair75,086_Knapowski_2019_Crop stimulants as a factor determining,MATCH,086_Knapowski_2019_Crop stimulants as a factor determining__ai__0,"GT PHs (protein_hydrolysate) maps to AI amino_acid 'Protaminal' (an amino-acid/protein-hydrolysate preparation), the only single non-seaweed product; ContinusStudy=1 maps to year 2013.",med
gt__study10__pair76,086_Knapowski_2019_Crop stimulants as a factor determining,AMBIGUOUS,,"GT SWE/foliar, ContinusStudy=1 (year 2013); AI has two distinct seaweed products at 2013 (Fertileader Vital-954 ai__2 and Kelpak SL ai__4). GT dose=1 cannot disambiguate which seaweed product.",low
gt__study10__pair77,086_Knapowski_2019_Crop stimulants as a factor determining,MATCH,086_Knapowski_2019_Crop stimulants as a factor determining__ai__1,GT PHs -> AI amino_acid 'Protaminal'; ContinusStudy=2 maps to year 2014.,med
gt__study10__pair78,086_Knapowski_2019_Crop stimulants as a factor determining,AMBIGUOUS,,"GT SWE/foliar, ContinusStudy=2 (year 2014); AI has two seaweed products at 2014 (Fertileader ai__3 and Kelpak ai__5). GT cannot disambiguate which seaweed product.",low
gt__study8__pair51,088_Kocira_2019_Effect of amino acid biostimulant on the,MATCH,088_Kocira_2019_Effect of amino acid biostimulant on the__ai__0,"Single product (Terra Sorb Complex; GT SWE-coded but it is the lone amino-acid biostimulant in AI). dose 0.7->lower(0.3%), Freq1->single, CS1->year2014. -> 0.3% single 2014.",med
gt__study8__pair52,088_Kocira_2019_Effect of amino acid biostimulant on the,MATCH,088_Kocira_2019_Effect of amino acid biostimulant on the__ai__2,"dose 0.7->0.3%, Freq2->double, CS1->2014 -> 0.3% double 2014.",med
gt__study8__pair53,088_Kocira_2019_Effect of amino acid biostimulant on the,MATCH,088_Kocira_2019_Effect of amino acid biostimulant on the__ai__1,"dose 1->higher(0.5%), Freq1->single, CS1->2014 -> 0.5% single 2014.",med
gt__study8__pair54,088_Kocira_2019_Effect of amino acid biostimulant on the,MATCH,088_Kocira_2019_Effect of amino acid biostimulant on the__ai__3,"dose 1->0.5%, Freq2->double, CS1->2014 -> 0.5% double 2014.",med
gt__study8__pair55,088_Kocira_2019_Effect of amino acid biostimulant on the,MATCH,088_Kocira_2019_Effect of amino acid biostimulant on the__ai__4,"dose 0.7->0.3%, Freq1->single, CS2->2015 -> 0.3% single 2015.",med
gt__study8__pair56,088_Kocira_2019_Effect of amino acid biostimulant on the,MATCH,088_Kocira_2019_Effect of amino acid biostimulant on the__ai__6,"dose 0.7->0.3%, Freq2->double, CS2->2015 -> 0.3% double 2015.",med
gt__study8__pair57,088_Kocira_2019_Effect of amino acid biostimulant on the,MATCH,088_Kocira_2019_Effect of amino acid biostimulant on the__ai__5,"dose 1->0.5%, Freq1->single, CS2->2015 -> 0.5% single 2015.",med
gt__study8__pair58,088_Kocira_2019_Effect of amino acid biostimulant on the,MATCH,088_Kocira_2019_Effect of amino acid biostimulant on the__ai__7,"dose 1->0.5%, Freq2->double, CS2->2015 -> 0.5% double 2015.",med
gt__study8__pair59,088_Kocira_2019_Effect of amino acid biostimulant on the,MATCH,088_Kocira_2019_Effect of amino acid biostimulant on the__ai__8,"dose 0.7->0.3%, Freq1->single, CS3->2016 -> 0.3% single 2016.",med
gt__study8__pair60,088_Kocira_2019_Effect of amino acid biostimulant on the,MATCH,088_Kocira_2019_Effect of amino acid biostimulant on the__ai__10,"dose 0.7->0.3%, Freq2->double, CS3->2016 -> 0.3% double 2016.",med
gt__study8__pair61,088_Kocira_2019_Effect of amino acid biostimulant on the,MATCH,088_Kocira_2019_Effect of amino acid biostimulant on the__ai__9,"dose 1->0.5%, Freq1->single, CS3->2016 -> 0.5% single 2016.",med
gt__study8__pair62,088_Kocira_2019_Effect of amino acid biostimulant on the,MATCH,088_Kocira_2019_Effect of amino acid biostimulant on the__ai__11,"dose 1->0.5%, Freq2->double, CS3->2016 -> 0.5% double 2016.",med
gt__study20__pair124,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__0,"SWE->Kelpak SL; dose 0.7->lower(0.7%), Freq1->single, CS1->year2016 -> Kelpak lower single 2016.",high
gt__study20__pair125,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__3,"SWE->Kelpak; dose 1->higher(1.0%), Freq1->single, CS1->2016 -> Kelpak higher single 2016.",high
gt__study20__pair126,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__6,"SWE->Kelpak; dose 0.7->lower, Freq2->double, CS1->2016 -> Kelpak lower double 2016.",high
gt__study20__pair127,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__9,"SWE->Kelpak; dose 1->higher, Freq2->double, CS1->2016 -> Kelpak higher double 2016.",high
gt__study20__pair128,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__12,"PHs->Terra Sorb Complex (amino-acid/protein hydrolysate); dose 0.7->lower(0.3%), Freq1->single, CS1->2016 -> Terra lower single 2016.",high
gt__study20__pair129,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__15,"PHs->Terra Sorb; dose 1->higher(0.5%), Freq1->single, CS1->2016 -> Terra higher single 2016.",high
gt__study20__pair130,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__18,"PHs->Terra Sorb; dose 0.7->lower, Freq2->double, CS1->2016 -> Terra lower double 2016.",high
gt__study20__pair131,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__21,"PHs->Terra Sorb; dose 1->higher, Freq2->double, CS1->2016 -> Terra higher double 2016.",high
gt__study20__pair132,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__1,"SWE->Kelpak; dose 0.7->lower, Freq1->single, CS2->2017 -> Kelpak lower single 2017.",high
gt__study20__pair133,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__4,"SWE->Kelpak; dose 1->higher, Freq1->single, CS2->2017 -> Kelpak higher single 2017.",high
gt__study20__pair134,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__7,"SWE->Kelpak; dose 0.7->lower, Freq2->double, CS2->2017 -> Kelpak lower double 2017.",high
gt__study20__pair135,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__10,"SWE->Kelpak; dose 1->higher, Freq2->double, CS2->2017 -> Kelpak higher double 2017.",high
gt__study20__pair136,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__13,"PHs->Terra Sorb; dose 0.7->lower, Freq1->single, CS2->2017 -> Terra lower single 2017.",high
gt__study20__pair137,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__16,"PHs->Terra Sorb; dose 1->higher, Freq1->single, CS2->2017 -> Terra higher single 2017.",high
gt__study20__pair138,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__19,"PHs->Terra Sorb; dose 0.7->lower, Freq2->double, CS2->2017 -> Terra lower double 2017.",high
gt__study20__pair139,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__22,"PHs->Terra Sorb; dose 1->higher, Freq2->double, CS2->2017 -> Terra higher double 2017.",high
gt__study20__pair140,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__2,"SWE->Kelpak; dose 0.7->lower, Freq1->single, CS3->2018 -> Kelpak lower single 2018.",high
gt__study20__pair141,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__5,"SWE->Kelpak; dose 1->higher, Freq1->single, CS3->2018 -> Kelpak higher single 2018.",high
gt__study20__pair142,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__8,"SWE->Kelpak; dose 0.7->lower, Freq2->double, CS3->2018 -> Kelpak lower double 2018.",high
gt__study20__pair143,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__11,"SWE->Kelpak; dose 1->higher, Freq2->double, CS3->2018 -> Kelpak higher double 2018.",high
gt__study20__pair144,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__14,"PHs->Terra Sorb; dose 0.7->lower, Freq1->single, CS3->2018 -> Terra lower single 2018.",high
gt__study20__pair145,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__17,"PHs->Terra Sorb; dose 1->higher, Freq1->single, CS3->2018 -> Terra higher single 2018.",high
gt__study20__pair146,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__20,"PHs->Terra Sorb; dose 0.7->lower, Freq2->double, CS3->2018 -> Terra lower double 2018.",high
gt__study20__pair147,090_Kocira_2020_Biochemical and economical effect of app,MATCH,090_Kocira_2020_Biochemical and economical effect of app__ai__23,"PHs->Terra Sorb; dose 1->higher, Freq2->double, CS3->2018 -> Terra higher double 2018.",high
gt__study75__pair444,"091_Kocira_2018_Modeling biometric traits, yield and nut",AMBIGUOUS,"091_Kocira_2018_Modeling biometric traits, yield and nut__ai__13","GT block1 (Ctrl 0.2812/0.2859/0.2969)->cultivar positional=Annushka; dose0.7=0.7%, freq1=single. AI lacks ContinusStudy/year dim so 3 GT years collapse to 1 AI row; cultivar name<-block mapping is positional guess.",low
gt__study75__pair445,"091_Kocira_2018_Modeling biometric traits, yield and nut",AMBIGUOUS,"091_Kocira_2018_Modeling biometric traits, yield and nut__ai__12","block1=Annushka(positional); dose1=1.0%, freq1=single. AI has no year dim (year1).",low
gt__study75__pair446,"091_Kocira_2018_Modeling biometric traits, yield and nut",AMBIGUOUS,"091_Kocira_2018_Modeling biometric traits, yield and nut__ai__15","block1=Annushka(positional); dose0.7=0.7%, freq2=double; year1.",low
gt__study75__pair447,"091_Kocira_2018_Modeling biometric traits, yield and nut",AMBIGUOUS,"091_Kocira_2018_Modeling biometric traits, yield and nut__ai__14","block1=Annushka(positional); dose1=1.0%, freq2=double; year1.",low
gt__study75__pair448,"091_Kocira_2018_Modeling biometric traits, yield and nut",AMBIGUOUS,"091_Kocira_2018_Modeling biometric traits, yield and nut__ai__13","block1=Annushka(positional); dose0.7=0.7%, freq1=single; year2->same AI row (year dim absent in AI).",low
gt__study75__pair449,"091_Kocira_2018_Modeling biometric traits, yield and nut",AMBIGUOUS,"091_Kocira_2018_Modeling biometric traits, yield and nut__ai__12","block1=Annushka(positional); dose1=1.0%, freq1=single; year2.",low
gt__study75__pair450,"091_Kocira_2018_Modeling biometric traits, yield and nut",AMBIGUOUS,"091_Kocira_2018_Modeling biometric traits, yield and nut__ai__15","block1=Annushka(positional); dose0.7=0.7%, freq2=double; year2.",low
gt__study75__pair451,"091_Kocira_2018_Modeling biometric traits, yield and nut",AMBIGUOUS,"091_Kocira_2018_Modeling biometric traits, yield and nut__ai__14","block1=Annushka(positional); dose1=1.0%, freq2=double; year2.",low
gt__study75__pair452,"091_Kocira_2018_Modeling biometric traits, yield and nut",AMBIGUOUS,"091_Kocira_2018_Modeling biometric traits, yield and nut__ai__13","block1=Annushka(positional); dose0.7=0.7%, freq1=single; year3.",low
gt__study75__pair453,"091_Kocira_2018_Modeling biometric traits, yield and nut",AMBIGUOUS,"091_Kocira_2018_Modeling biometric traits, yield and nut__ai__12","block1=Annushka(positional); dose1=1.0%, freq1=single; year3.",low
gt__study75__pair454,"091_Kocira_2018_Modeling biometric traits, yield and nut",AMBIGUOUS,"091_Kocira_2018_Modeling biometric traits, yield and nut__ai__15","block1=Annushka(positional); dose0.7=0.7%, freq2=double; year3.",low
gt__study75__pair455,"091_Kocira_2018_Modeling biometric traits, yield and nut",AMBIGUOUS,"091_Kocira_2018_Modeling biometric traits, yield and nut__ai__14","block1=Annushka(positional); dose1=1.0%, freq2=double; year3.",low
gt__study75__pair456,"091_Kocira_2018_Modeling biometric traits, yield and nut",AMBIGUOUS,"091_Kocira_2018_Modeling biometric traits, yield and nut__ai__17","GT block2 (Ctrl 0.3439/0.3215/0.352)->cultivar positional=Mavka; dose0.7=0.7%, freq1=single; year1. Year dim absent in AI; cultivar name<-block positional.",low
